instance_id,course_code,course_name,ects_credits,provider,start_date,end_date,instructor_name,instructor_email,location,description,enrollment
107,TUC-PHYS-105-E6BA16,Statistics for Engineers,9,TU Chemnitz,2023-08-06,2023-11-06,Prof. Dr. Sarah Fernández,sarah.fernandez@tu-chemnitz.de,Edificio Polivalente P-II,"Graduate-level seminar on statistics for engineers. Students will read papers, complete assignments and present a project.",209
108,TUC-BIO-109-0A2865,Cybersecurity Fundamentals Workshop 109,9,TU Chemnitz,2024-10-15,2025-02-15,Dr. Christina Hartmann,christina.hartmann@tu-chemnitz.de,,"Graduate-level seminar on cybersecurity fundamentals workshop 109. Students will read papers, complete assignments and present a project.",95
109,TUC-ARCH-104-407397,Composition Studies Seminar 104,4,TU Chemnitz,2025-02-03,2025-07-03,Prof. Dr. Francesca Ivanov,francesca.ivanov@tu-chemnitz.de,Lecture Hall A,"Graduate-level seminar on composition studies seminar 104. Students will read papers, complete assignments and present a project.",96
110,TUC-MUSIC-101-087744,Discrete Mathematics,4,TU Chemnitz,2023-04-27,2023-07-27,Prof. Dr. Bernd Zimmermann,bernd.zimmermann@tu-chemnitz.de,Aula M.5,"Graduate-level seminar on discrete mathematics. Students will read papers, complete assignments and present a project.",70
111,TUC-DATA-100-AFA8E4,Public Finance,9,TU Chemnitz,2024-02-19,2024-06-19,Dr. Stefan Meyer,stefan.meyer@tu-chemnitz.de,Computer Lab 3,"Graduate-level seminar on public finance. Students will read papers, complete assignments and present a project.",67
112,TUC-STAT-116-629F92,Time Series Analysis Advanced 116,10,TU Chemnitz,2024-12-22,2024-08-22,Prof. Dr. Lucia Müller,lucia.mueller@tu-chemnitz.de,Sala Riunioni,"This course introduces students to the core concepts of time series analysis advanced 116 through lectures, exercises and a final project.",138
113,TUC-STAT-114-644D50,Calculus I Advanced 114,0,TU Chemnitz,2024-07-02,2024-10-02,Dr. Olivia Koch,olivia.koch@tu-chemnitz.de,Online (BBB),Foundational survey of calculus i advanced 114. Prerequisites include basic math and programming proficiency.,158
114,TUC-MED-106-F855B8,International Trade Workshop 106,6,TU Chemnitz,2023-02-20,2023-06-20,Dr. Markus Wagner,markus.wagner@tu-chemnitz.de,Lecture Hall C,Foundational survey of international trade workshop 106. Prerequisites include basic math and programming proficiency.,28
115,TUC-CHEM-101-EEAAE1,Sustainable Development,4,TU Chemnitz,2024-01-04,2024-07-04,Prof. Dr. Marco De Luca,marco.de luca@tu-chemnitz.de,Straße der Nationen 62,Foundational survey of sustainable development. Prerequisites include basic math and programming proficiency.,245
116,TUC-HIST-103-7DA1FE,Multi-Agent Systems Lab 103,8,TU Chemnitz,2025-08-13,2026-01-13,Dr. Niklas Tanaka,niklas.tanaka@tu-chemnitz.de,Campus Montilivi Block A,"Multi-Agent Systems Lab 103 is an undergraduate course exploring foundational topics, modern techniques and case studies.",201
117,TUC-ENV-104-13A8F0,Mathematical Logic,5,TU Chemnitz,2025-11-06,2026-02-06,Dr. Markus Ruiz,markus.ruiz@tu-chemnitz.de,Auditorium Maximum,Foundational survey of mathematical logic. Prerequisites include basic math and programming proficiency.,110
118,TUC-PSY-106-0E61A3,Web Technologies Seminar 106,9,TU Chemnitz,2025-07-03,,Prof. Dr. Sofia Schröder,sofia.schroeder@tu-chemnitz.de,Computer Lab 3,"Web Technologies Seminar 106 is an undergraduate course exploring foundational topics, modern techniques and case studies.",194
119,TUC-MUSIC-103-70CBA3,Calculus II,10,TU Chemnitz,2025-02-09,2025-08-09,Prof. Dr. Ahmed Martín,ahmed.martin@tu-chemnitz.de,Sala Riunioni,"Graduate-level seminar on calculus ii. Students will read papers, complete assignments and present a project.",70
120,TUC-LAW-112-B95BB6,Deep Learning Foundations Lab 112,0,TU Chemnitz,2023-11-26,2024-03-26,Dr. Petra Schneider,petra.schneider@tu-chemnitz.de,Polo Umanistico B,"Deep Learning Foundations Lab 112 is an undergraduate course exploring foundational topics, modern techniques and case studies.",215
121,TUC-ARCH-106-4E85B6,Embedded Systems Seminar 106,5,TU Chemnitz,2025-10-16,2026-01-16,Dr. Carlos Hernández,carlos.hernandez@tu-chemnitz.de,Aula M.5,"Graduate-level seminar on embedded systems seminar 106. Students will read papers, complete assignments and present a project.",121
122,TUC-MATH-104-1A6A09,Contract Law,10,TU Chemnitz,2024-02-04,2024-06-04,Prof. Dr. Diego Neumann,diego.neumann@tu-chemnitz.de,Building C - 305,"Contract Law is an undergraduate course exploring foundational topics, modern techniques and case studies.",205
123,TUC-BIO-100-CA28D4,Antenna Theory,6,TU Chemnitz,2024-09-06,2025-02-06,Dr. Ana Martín,ana.martin@tu-chemnitz.de,Chemistry Lab B,Foundational survey of antenna theory. Prerequisites include basic math and programming proficiency.,117
124,TUC-HIST-100-402F23,Time Series Analysis,12,TU Chemnitz,2024-03-24,2024-09-24,Dr. Pablo Bianchi,pablo.bianchi@tu-chemnitz.de,Sala Multimedia,"Time Series Analysis is an undergraduate course exploring foundational topics, modern techniques and case studies.",85
125,TUC-ENG-103-38C6E4,International Trade,8,TU Chemnitz,2024-10-12,2025-03-12,Prof. Dr. Hassan Bruno,hassan.bruno@tu-chemnitz.de,Room 4.21,"Graduate-level seminar on international trade. Students will read papers, complete assignments and present a project.",159
126,TUC-INFO-106-0AB25B,European Politics Advanced 106,12,TU Chemnitz,2025-09-28,2025-12-28,Dr. Katharina Schäfer,katharina.schaefer@tu-chemnitz.de,Campus Montilivi Block A,"European Politics Advanced 106 is an undergraduate course exploring foundational topics, modern techniques and case studies.",52
127,TUC-INFO-112-2C5342,Advanced Deep Learning,6,TU Chemnitz,2024-12-04,2025-03-04,Prof. Dr. Catherine Meyer,catherine.meyer@tu-chemnitz.de,Sala Multimedia,"This course introduces students to the core concepts of advanced deep learning through lectures, exercises and a final project.",106
128,TUC-STAT-115-557677,Numerical Methods Lab 115,0,TU Chemnitz,2024-06-27,2024-09-27,Dr. Olivia Krause,olivia.krause@tu-chemnitz.de,Sala Multimedia,"Numerical Methods Lab 115 is an undergraduate course exploring foundational topics, modern techniques and case studies.",198
129,TUC-EDU-101-976B58,Introduction to Algorithms,12,TU Chemnitz,2024-10-21,2025-02-21,Prof. Dr. Christina Petrov,christina.petrov@tu-chemnitz.de,Computer Lab 7,"This course introduces students to the core concepts of introduction to algorithms through lectures, exercises and a final project.",222
130,TUC-ENV-107-88F970,Microeconomics Advanced 107,4,TU Chemnitz,2025-02-15,2025-07-15,Dr. Emma Sánchez,emma.sanchez@tu-chemnitz.de,Online (Zoom),"Microeconomics Advanced 107 is an undergraduate course exploring foundational topics, modern techniques and case studies.",109
131,TUC-GEO-106-564F0B,Data Visualization Advanced 106,6,TU Chemnitz,2024-01-13,2024-04-13,emma.schmitz@tu-chemnitz.de,emma.schmitz@tu-chemnitz.de,Aula 4.02,"An advanced module covering theory and practice in data visualization advanced 106, with emphasis on real-world applications.",181
132,UNKNOWN-0170A7,Distributed Systems Seminar 107,5,TU Chemnitz,2024-08-01,2025-02-01,Dr. Laura Schröder,laura.schroeder@tu-chemnitz.de,Chemistry Lab B,"Distributed Systems Seminar 107 is an undergraduate course exploring foundational topics, modern techniques and case studies.",38
133,TUC-STAT-103-CDE2C1,Climate Science,12,TU Chemnitz,2025-03-14,2025-07-14,Dr. Hiroshi Ricci,hiroshi.ricci@tu-chemnitz.de,Library Hall,Foundational survey of climate science. Prerequisites include basic math and programming proficiency.,126
134,TUC-BIO-107-EA3056,Computational Linguistics Advanced 107,8,TU Chemnitz,2024-03-23,2024-09-23,Dr. Jonas De Luca,jonas.de luca@tu-chemnitz.de,Building D - 110,"This course introduces students to the core concepts of computational linguistics advanced 107 through lectures, exercises and a final project.",232
135,TUC-LING-106-51C70B,Statistics for Engineers Seminar 106,10,TU Chemnitz,2025-07-26,2026-01-26,Dr. Sophia Hernández,,,,144
136,UNKNOWN-84C8A6,Operating Systems Workshop 104,6,TU Chemnitz,2024-11-11,2025-04-11,Prof. Dr. Sarah Galli,sarah.galli@tu-chemnitz.de,Aula Magna,Foundational survey of operating systems workshop 104. Prerequisites include basic math and programming proficiency.,221
137,TUC-ME-104-C456CD,Econometrics Lab 104,6,TU Chemnitz,2026-10-01,2035-12-10,Prof. Dr. Michael Martínez,michael.martinez@tu-chemnitz.de,Reichenhainer Str. 70,Foundational survey of econometrics lab 104. Prerequisites include basic math and programming proficiency.,154
138,TUC-BIO-101-B0EB98,Educational Psychology,4,TU Chemnitz,2025-10-16,2026-02-16,Dr. Emily Petrov,emily.petrov@tu-chemnitz.de,Campus Montilivi Block A,"An advanced module covering theory and practice in educational psychology, with emphasis on real-world applications.",183
139,TUC-MED-102-B27F22,Constitutional Law,12,TU Chemnitz,2025-03-21,2025-09-21,Prof. Dr. Lena Schmidt,lena.schmidt@tu-chemnitz.de,Reichenhainer Str. 70,"Graduate-level seminar on constitutional law. Students will read papers, complete assignments and present a project.",102
140,Particle Physics Seminar 109-F99729,TUC-CHEM-109,5,TU Chemnitz,2025-07-14,2025-11-14,Prof. Dr. Helga López,helga.lopez@tu-chemnitz.de,Polo Umanistico B,"Graduate-level seminar on particle physics seminar 109. Students will read papers, complete assignments and present a project.",57
141,TUC-MED-109-753ACB,Art History Workshop 109,3,TU Chemnitz,2025-01-28,,Dr. Daniel Lange,daniel.lange@tu-chemnitz.de,Edificio Polivalente P-II,"Art History Workshop 109 is an undergraduate course exploring foundational topics, modern techniques and case studies.",141
142,TUC-CS-101-B73DB2,Heat Transfer,5,TU Chemnitz,2025-02-22,2025-07-22,Prof. Dr. John Giordano,john.giordano@tu-chemnitz.de,Science Center - Room 401,"Graduate-level seminar on heat transfer. Students will read papers, complete assignments and present a project.",15
143,tuc-hist-107-AD0F32,Unknown Course,8,TU Chemnitz,2024-07-11,2024-12-11,Prof. Dr. Pablo Neumann,pablo.neumann@tu-chemnitz.de,Computer Lab 3,Foundational survey of renaissance studies seminar 107. Prerequisites include basic math and programming proficiency.,235
144,TUC-MUSIC-104-471486,Agile Methods,9,TU Chemnitz,2023-09-08,2024-02-08,Dr. David Petrov,david.petrov@tu-chemnitz.de,Aula M.5,"An advanced module covering theory and practice in agile methods, with emphasis on real-world applications.",127
145,TUC-MATH-110-F71C9E,Organic Chemistry Workshop 110,8,TU Chemnitz,,2025-10-02,Prof. Dr. Michael González,michael.gonzalez@tu-chemnitz.de,Polo Umanistico B,"Organic Chemistry Workshop 110 is an undergraduate course exploring foundational topics, modern techniques and case studies.",230
146,TUC-ARCH-109-0CD2BB,Linear Algebra Workshop 109,0,TU Chemnitz,2023-05-19,2023-10-19,Prof. Dr. Mei Schmid,mei.schmid@tu-chemnitz.de,Aula 1B,Foundational survey of linear algebra workshop 109. Prerequisites include basic math and programming proficiency.,202
147,TUC-MUSIC-113-D90252,Music Theory Seminar 113,9,TU Chemnitz,2023-01-14,2023-04-14,nan,katharina.bianchi@tu-chemnitz.de,Edificio Polivalente P-II,"This course introduces students to the core concepts of music theory seminar 113 through lectures, exercises and a final project.",209
148,TUC-HIST-101-DDD943,Structural Engineering,3,TU Chemnitz,2023-07-11,2024-01-11,Dr. Hiroshi Krüger,hiroshi.krueger@tu-chemnitz.de,Room 2.15,"An advanced module covering theory and practice in structural engineering, with emphasis on real-world applications.",166
149,TUC-ARCH-101-9FFC91,Compiler Construction,9,TU Chemnitz,2025-04-28,2025-07-28,Dr. Carmen Neumann,carmen.neumann@tu-chemnitz.de,Sala Riunioni,Foundational survey of compiler construction. Prerequisites include basic math and programming proficiency.,171
150,TUC-MUSIC-109-D25AD0,Antenna Theory Lab 109,50,TU Chemnitz,1998-04-10,1998-04-10,Prof. Dr. Mei Schmid,mei.schmid@tu-chemnitz.de,Lecture Hall B,"This course introduces students to the core concepts of antenna theory lab 109 through lectures, exercises and a final project.",104
151,TUC-INFO-113-8C2973,Educational Psychology Workshop 113,10,TU Chemnitz,2023-02-13,2023-08-13,Dr. Carmen Ricci,carmen.ricci@tu-chemnitz.de,Seminar Room 205,,43
152,TUC-INFO-107-42F8E3,Renewable Resources Advanced 107,9,TU Chemnitz,2024-04-24,2024-07-24,Prof. Dr. John Costa,john.costa@tu-chemnitz.de,Aula M.5,"Renewable Resources Advanced 107 is an undergraduate course exploring foundational topics, modern techniques and case studies.",227
153,TUC-PHYS-103-D59DB7,Inorganic Chemistry,10,TU Chemnitz,2023-05-11,2023-10-11,Prof. Dr. Diego Schäfer,diego.schaefer@tu-chemnitz.de,Online (BBB),"An advanced module covering theory and practice in inorganic chemistry, with emphasis on real-world applications.",195
154,TUC-PHYS-106-2EA677,Network Security,12,TU Chemnitz,2023-09-25,2024-03-25,Dr. Ute Krause,ute.krause@tu-chemnitz.de,Campus Montilivi Block A,"Graduate-level seminar on network security. Students will read papers, complete assignments and present a project.",91
155,TUC-STAT-113-BE04DF,Theory of Computation Seminar 113,6,TU Chemnitz,2025-08-28,2026-02-28,Dr. Emma Hoffmann,emma.hoffmann@tu-chemnitz.de,,"Theory of Computation Seminar 113 is an undergraduate course exploring foundational topics, modern techniques and case studies.",86
156,TUC-MED-105-A58AD7,Electromagnetism Workshop 105,8,TU Chemnitz,2025-12-22,2026-05-22,Prof. Dr. Bernd Ivanov,bernd.ivanov@tu-chemnitz.de,Online (Zoom),"An advanced module covering theory and practice in electromagnetism workshop 105, with emphasis on real-world applications.",91
157,TUC-STAT-108-91FD71,Criminal Law Lab 108,8,TU Chemnitz,2023-09-15,2024-02-15,Prof. Dr. Laura Klein,laura.klein@tu-chemnitz.de,Computer Lab 7,"Graduate-level seminar on criminal law lab 108. Students will read papers, complete assignments and present a project.",18
158,TUC-PHYS-108-A82543,Ancient Civilizations,9,TU Chemnitz,2023-12-24,2024-05-24,Prof. Dr. David Schröder,david.schroeder@tu-chemnitz.de,Physics Lab A,Foundational survey of ancient civilizations. Prerequisites include basic math and programming proficiency.,120
159,tuc-stat-117-7133B1,Unknown Course,6,TU Chemnitz,2025-02-04,2025-06-04,Dr. John Müller,john.mueller@tu-chemnitz.de,Lecture Hall C,"An advanced module covering theory and practice in network security workshop 117, with emphasis on real-world applications.",228
160,TUC-CHEM-106-ED67DD,Numerical Methods Advanced 106,9,TU Chemnitz,2025-06-03,2025-09-03,Prof. Dr. Lorenzo Petrov,lorenzo.petrov@tu-chemnitz.de,Room 2.15,"Graduate-level seminar on numerical methods advanced 106. Students will read papers, complete assignments and present a project.",206
161,TUC-PHYS-121-89392F,Control Systems Lab 121,10,TU Chemnitz,2023-11-05,2024-04-05,Prof. Dr. Christina Schulz,christina.schulz@tu-chemnitz.de,Library Hall,Foundational survey of control systems lab 121. Prerequisites include basic math and programming proficiency.,
162,TUC-ARCH-108-362C90,Speech Recognition Advanced 108,6,TU Chemnitz,2023-04-26,2023-09-26,Prof. Dr. Yuki Martín,yuki.martin@tu-chemnitz.de,Room 4.21,"An advanced module covering theory and practice in speech recognition advanced 108, with emphasis on real-world applications.",
163,TUC-LING-108-62899A,Classical Mechanics Workshop 108,0,TU Chemnitz,2024-09-19,2025-01-19,Dr. Helga Nguyen,helga.nguyen@tu-chemnitz.de,Aula M.5,"This course introduces students to the core concepts of classical mechanics workshop 108 through lectures, exercises and a final project.",175
164,TUC-ECE-102-F85767,Complexity Theory,9,TU Chemnitz,2024-10-19,2025-04-19,Prof. Dr. Tobias Hernández,tobias.hernandez@tu-chemnitz.de,Aula 1B,"Complexity Theory is an undergraduate course exploring foundational topics, modern techniques and case studies.",210
165,TUC-ECON-102-39DAF6,Climate Science Seminar 102,12,TU Chemnitz,2024-09-15,2025-03-15,Prof. Dr. Andreas Tanaka,andreas.tanaka@tu-chemnitz.de,Physics Lab A,"Graduate-level seminar on climate science seminar 102. Students will read papers, complete assignments and present a project.",70
166,TUC-LING-102-8098FA,International Law,6,TU Chemnitz,2024-04-04,2024-08-04,Dr. Christina Wolf,christina.wolf@tu-chemnitz.de,Polo Scientifico A,"An advanced module covering theory and practice in international law, with emphasis on real-world applications.",204
167,TUC-GEO-102-9DC928,Computer Networks,4,TU Chemnitz,2024-07-11,2024-12-11,Dr. Giulia Zimmermann,giulia.zimmermann@tu-chemnitz.de,Lecture Hall B,"Graduate-level seminar on computer networks. Students will read papers, complete assignments and present a project.",227
168,UNKNOWN-C0480B,Pharmacology Advanced 107,8,TU Chemnitz,2023-04-26,2023-07-26,Dr. Francesca Schulz,francesca.schulz@tu-chemnitz.de,Aula Disegno,"Pharmacology Advanced 107 is an undergraduate course exploring foundational topics, modern techniques and case studies.",37
